UNIPROT:Q9UN73:T116:PRGE	Protocadherin alpha-6|PCDHA6	UNIPROT:Q9UN73|GENE:56142
UNIPROT:O60812:T116:PRGE	Heterogeneous nuclear ribonucleoprotein C-like 1|HNRNPCL1	UNIPROT:O60812|GENE:343069
UNIPROT:O43491:T116:PRGE	Band 4.1-like protein 2|EPB41L2	UNIPROT:O43491|GENE:2037
UNIPROT:Q4W4Y0:T116:PRGE	Uncharacterized protein C14orf28|C14orf28	UNIPROT:Q4W4Y0|GENE:122525
UNIPROT:A6NEJ1:T116:PRGE	Putative protein SSX10	UNIPROT:A6NEJ1
UNIPROT:P41227:T116:PRGE	N-alpha-acetyltransferase 10, NatA catalytic subunit|NAA10	UNIPROT:P41227|GENE:8260
UNIPROT:P58753:T116:PRGE	Toll/interleukin-1 receptor domain-containing adapter protein|TIRAP	UNIPROT:P58753|GENE:114609
UNIPROT:Q9H3S7:T116:PRGE	Tyrosine-protein phosphatase non-receptor type 23|PTPN23	UNIPROT:Q9H3S7|GENE:25930
UNIPROT:Q9HBE5:T116:PRGE	IL-21 receptor|IL21R	UNIPROT:Q9HBE5|GENE:50615
UNIPROT:Q9H7B7:T116:PRGE	Uncharacterized protein C7orf69|C7orf69	UNIPROT:Q9H7B7|GENE:80099
UNIPROT:Q8WWG9:T116:PRGE	Potassium voltage-gated channel subfamily E member 4|KCNE4	UNIPROT:Q8WWG9|GENE:23704
UNIPROT:A8MTZ7:T116:PRGE	Uncharacterized protein C12orf71|C12orf71	UNIPROT:A8MTZ7|GENE:728858
UNIPROT:P13671:T116:PRGE	Complement component C6|C6	UNIPROT:P13671|GENE:729
UNIPROT:P20023:T116:PRGE	Cr2|CR2	UNIPROT:P20023|GENE:1380
UNIPROT:P20853:T116:PRGE	Cytochrome P450 2A7|CYP2A7	UNIPROT:P20853|GENE:1549
UNIPROT:Q92851:T116:PRGE	CASP-10|CASP10	UNIPROT:Q92851|GENE:843
UNIPROT:Q8WTS1:T116:PRGE	1-acylglycerol-3-phosphate O-acyltransferase ABHD5|ABHD5	UNIPROT:Q8WTS1|GENE:51099
UNIPROT:Q9UK05:T116:PRGE	Growth/differentiation factor 2|GDF2	UNIPROT:Q9UK05|GENE:2658
UNIPROT:Q9UMX8:T116:PRGE	Putative uncharacterized protein LOC51152	UNIPROT:Q9UMX8
UNIPROT:P48357:T116:PRGE	Leptin receptor|LEPR	UNIPROT:P48357|GENE:3953
UNIPROT:Q4G1C9:T116:PRGE	GLIPR1-like protein 2|GLIPR1L2	UNIPROT:Q4G1C9|GENE:144321
UNIPROT:Q9HA92:T116:PRGE	Radical S-adenosyl methionine domain-containing protein 1, mitochondrial|RSAD1	UNIPROT:Q9HA92|GENE:55316
UNIPROT:Q96CQ1:T116:PRGE	Solute carrier family 25 member 36|SLC25A36	UNIPROT:Q96CQ1|GENE:55186
UNIPROT:Q07011:T116:PRGE	Tumor necrosis factor receptor superfamily member 9|TNFRSF9	UNIPROT:Q07011|GENE:3604
UNIPROT:P46695:T116:PRGE	Radiation-inducible immediate-early gene IEX-1|IER3	UNIPROT:P46695|GENE:8870
UNIPROT:Q9UKL6:T116:PRGE	PC-TP|PCTP	UNIPROT:Q9UKL6|GENE:58488
UNIPROT:P01614:T116:PRGE	Ig kappa chain V-II region Cum	UNIPROT:P01614
UNIPROT:Q14512:T116:PRGE	FGF-binding protein 1|FGFBP1	UNIPROT:Q14512|GENE:9982
UNIPROT:Q8N271:T116:PRGE	Prominin-2|PROM2	UNIPROT:Q8N271|GENE:150696
UNIPROT:Q6P2S7:T116:PRGE	Tetratricopeptide repeat protein GNN	UNIPROT:Q6P2S7
UNIPROT:Q13310:T116:PRGE	Polyadenylate-binding protein 4|PABPC4	UNIPROT:Q13310|GENE:8761
UNIPROT:Q9UK59:T116:PRGE	Lariat debranching enzyme|DBR1	UNIPROT:Q9UK59|GENE:51163
UNIPROT:Q8TBH0:T116:PRGE	Arrestin domain-containing protein 2|ARRDC2	UNIPROT:Q8TBH0|GENE:27106
UNIPROT:Q9H761:T116:PRGE	Uncharacterized protein C14orf139	UNIPROT:Q9H761
UNIPROT:P30825:T116:PRGE	High affinity cationic amino acid transporter 1|SLC7A1	UNIPROT:P30825|GENE:6541
UNIPROT:Q9Y5L4:T116:PRGE	Mitochondrial import inner membrane translocase subunit Tim13|TIMM13	UNIPROT:Q9Y5L4|GENE:26517
UNIPROT:O95561:T116:PRGE	Uncharacterized protein C1orf105|C1orf105	UNIPROT:O95561|GENE:92346
UNIPROT:Q9BWW8:T116:PRGE	Apolipoprotein L6|APOL6	UNIPROT:Q9BWW8|GENE:80830
UNIPROT:A6NJT0:T116:PRGE	Homeobox protein unc-4 homolog|UNCX	UNIPROT:A6NJT0|GENE:340260
UNIPROT:Q9H2I8:T116:PRGE	Leucine-rich repeat-containing protein C10orf11|C10orf11	UNIPROT:Q9H2I8|GENE:83938
UNIPROT:P20962:T116:PRGE	Parathymosin|PTMS	UNIPROT:P20962|GENE:5763
UNIPROT:Q8NHU0:T116:PRGE	Cancer/testis antigen family 45 member A3|CT45A3	UNIPROT:Q8NHU0|GENE:441519
UNIPROT:P55058:T116:PRGE	Phospholipid transfer protein|PLTP	UNIPROT:P55058|GENE:5360
UNIPROT:Q52LT0:T116:PRGE	Putative GTP-binding protein FLJ12595	UNIPROT:Q52LT0
UNIPROT:P07288:T116:PRGE	Prostate-specific antigen|KLK3	UNIPROT:P07288|GENE:354
UNIPROT:O00515:T116:PRGE	Lad-1|LAD1	UNIPROT:O00515|GENE:3898
UNIPROT:Q9C0C7:T116:PRGE	Activating molecule in BECN1-regulated autophagy protein 1|AMBRA1	UNIPROT:Q9C0C7|GENE:55626
UNIPROT:Q8IYX1:T116:PRGE	TBC1 domain family member 21|TBC1D21	UNIPROT:Q8IYX1|GENE:161514
UNIPROT:P56937:T116:PRGE	3-keto-steroid reductase|HSD17B7	UNIPROT:P56937|GENE:51478
UNIPROT:Q8IUR5:T116:PRGE	Transmembrane and TPR repeat-containing protein 1|TMTC1	UNIPROT:Q8IUR5|GENE:83857
UNIPROT:P56270:T116:PRGE	MAZI|MAZ	UNIPROT:P56270|GENE:4150
UNIPROT:Q8IW92:T116:PRGE	Beta-galactosidase-1-like protein 2|GLB1L2	UNIPROT:Q8IW92|GENE:89944
UNIPROT:P01298:T116:PRGE	Pancreatic prohormone|PPY	UNIPROT:P01298|GENE:5539
UNIPROT:P09417:T116:PRGE	Dihydropteridine reductase|QDPR	UNIPROT:P09417|GENE:5860
UNIPROT:Q99567:T116:PRGE	Nuclear pore complex protein Nup88|NUP88	UNIPROT:Q99567|GENE:4927
UNIPROT:Q15012:T116:PRGE	Lysosomal-associated transmembrane protein 4A|LAPTM4A	UNIPROT:Q15012|GENE:9741
UNIPROT:P43250:T116:PRGE	G protein-coupled receptor kinase 6|GRK6	UNIPROT:P43250|GENE:2870
UNIPROT:Q9C0A6:T116:PRGE	SET domain-containing protein 5|SETD5	UNIPROT:Q9C0A6|GENE:55209
UNIPROT:P04040:T116:PRGE	Catalase|CAT	UNIPROT:P04040|GENE:847
UNIPROT:Q9NR00:T116:PRGE	Uncharacterized protein C8orf4|C8orf4	UNIPROT:Q9NR00|GENE:56892
UNIPROT:Q9BZZ5:T116:PRGE	API-5|API5	UNIPROT:Q9BZZ5|GENE:8539
UNIPROT:Q9NSI8:T116:PRGE	SAM domain-containing protein SAMSN-1|SAMSN1	UNIPROT:Q9NSI8|GENE:64092
UNIPROT:Q9P013:T116:PRGE	Protein CWC15 homolog|CWC15	UNIPROT:Q9P013|GENE:51503
UNIPROT:Q96MX6:T116:PRGE	WD repeat-containing protein 92|WDR92	UNIPROT:Q96MX6|GENE:116143
UNIPROT:Q15007:T116:PRGE	Pre-mRNA-splicing regulator WTAP|WTAP	UNIPROT:Q15007|GENE:9589
UNIPROT:Q86TI0:T116:PRGE	TBC1 domain family member 1|TBC1D1	UNIPROT:Q86TI0|GENE:23216
UNIPROT:P28676:T116:PRGE	Grancalcin|GCA	UNIPROT:P28676|GENE:25801
UNIPROT:Q9Y5W8:T116:PRGE	Sorting nexin-13|SNX13	UNIPROT:Q9Y5W8|GENE:23161
UNIPROT:Q8TAV4:T116:PRGE	Stomatin-like protein 3|STOML3	UNIPROT:Q8TAV4|GENE:161003
UNIPROT:O75897:T116:PRGE	ST1C4|SULT1C4	UNIPROT:O75897|GENE:27233
UNIPROT:P18615:T116:PRGE	Negative elongation factor E|RDBP	UNIPROT:P18615|GENE:7936
UNIPROT:O15013:T116:PRGE	Rho guanine nucleotide exchange factor 10|ARHGEF10	UNIPROT:O15013|GENE:9639
UNIPROT:Q6IAA8:T116:PRGE	RhoA activator C11orf59|LAMTOR1	UNIPROT:Q6IAA8|GENE:55004
UNIPROT:P82980:T116:PRGE	Retinol-binding protein 5|RBP5	UNIPROT:P82980|GENE:83758
UNIPROT:A8MQ27:T116:PRGE	E3 ubiquitin-protein ligase NEURL1B|NEURL1B	UNIPROT:A8MQ27|GENE:54492
UNIPROT:Q86UE8:T116:PRGE	Serine/threonine-protein kinase tousled-like 2|TLK2	UNIPROT:Q86UE8|GENE:11011
UNIPROT:P59089:T116:PRGE	Putative uncharacterized protein NCRNA00205	UNIPROT:P59089
UNIPROT:Q15111:T116:PRGE	PLC-L1|PLCL1	UNIPROT:Q15111|GENE:5334
UNIPROT:P11511:T116:PRGE	Cytochrome P450 19A1|CYP19A1	UNIPROT:P11511|GENE:1588
UNIPROT:P57057:T116:PRGE	G-3-P transporter|SLC37A1	UNIPROT:P57057|GENE:54020
UNIPROT:Q5H913:T116:PRGE	ADP-ribosylation factor-like protein 13A|ARL13A	UNIPROT:Q5H913|GENE:392509
UNIPROT:P0C7P0:T116:PRGE	CDGSH iron sulfur domain-containing protein 3, mitochondrial|CISD3	UNIPROT:P0C7P0|GENE:284106
UNIPROT:Q5T0B9:T116:PRGE	Zinc finger protein 362|ZNF362	UNIPROT:Q5T0B9|GENE:149076
UNIPROT:O14543:T116:PRGE	SOCS-3|SOCS3	UNIPROT:O14543|GENE:9021
UNIPROT:Q96AT1:T116:PRGE	Uncharacterized protein KIAA1143|KIAA1143	UNIPROT:Q96AT1|GENE:57456
UNIPROT:Q9UBB9:T116:PRGE	Tuftelin-interacting protein 11|TFIP11	UNIPROT:Q9UBB9|GENE:24144
UNIPROT:P46063:T116:PRGE	ATP-dependent DNA helicase Q1|RECQL	UNIPROT:P46063|GENE:5965
UNIPROT:Q9BQA5:T116:PRGE	Histone H4 transcription factor|HINFP	UNIPROT:Q9BQA5|GENE:25988
UNIPROT:Q15109:T116:PRGE	Advanced glycosylation end product-specific receptor|AGER	UNIPROT:Q15109|GENE:177
UNIPROT:Q93045:T116:PRGE	Stathmin-2|STMN2	UNIPROT:Q93045|GENE:11075
UNIPROT:Q08EQ4:T116:PRGE	Putative thymosin beta-4-like protein 1	UNIPROT:Q08EQ4
UNIPROT:Q8NG66:T116:PRGE	Serine/threonine-protein kinase Nek11|NEK11	UNIPROT:Q8NG66|GENE:79858
UNIPROT:Q5VU36:T116:PRGE	Protein FAM75A5|FAM75A5	UNIPROT:Q5VU36|GENE:727905
UNIPROT:Q92876:T116:PRGE	Kallikrein-6|KLK6	UNIPROT:Q92876|GENE:5653
UNIPROT:Q8TCA0:T116:PRGE	Leucine-rich repeat-containing protein 20|LRRC20	UNIPROT:Q8TCA0|GENE:55222
UNIPROT:Q56NI9:T116:PRGE	N-acetyltransferase ESCO2|ESCO2	UNIPROT:Q56NI9|GENE:157570
UNIPROT:Q92806:T116:PRGE	G protein-activated inward rectifier potassium channel 3|KCNJ9	UNIPROT:Q92806|GENE:3765
UNIPROT:O75161:T116:PRGE	Nephrocystin-4|NPHP4	UNIPROT:O75161|GENE:261734
UNIPROT:Q701N4:T116:PRGE	Keratin-associated protein 5-2|KRTAP5-2	UNIPROT:Q701N4|GENE:440021
UNIPROT:Q8NBF1:T116:PRGE	Zinc finger protein GLIS1|GLIS1	UNIPROT:Q8NBF1|GENE:148979
UNIPROT:Q13021:T116:PRGE	MAL-like protein|MALL	UNIPROT:Q13021|GENE:7851
UNIPROT:Q9UPT5:T116:PRGE	Exocyst complex component 7|EXOC7	UNIPROT:Q9UPT5|GENE:23265
UNIPROT:Q17R55:T116:PRGE	Protein FAM187B|FAM187B	UNIPROT:Q17R55|GENE:148109
UNIPROT:Q9Y5U5:T116:PRGE	Tumor necrosis factor receptor superfamily member 18|TNFRSF18	UNIPROT:Q9Y5U5|GENE:8784
UNIPROT:Q9Y5K8:T116:PRGE	V-ATPase subunit D|ATP6V1D	UNIPROT:Q9Y5K8|GENE:51382
UNIPROT:Q9BRT9:T116:PRGE	DNA replication complex GINS protein SLD5|GINS4	UNIPROT:Q9BRT9|GENE:84296
UNIPROT:Q96FH0:T116:PRGE	UPF0402 protein|MEF2BNB	UNIPROT:Q96FH0|GENE:729991
UNIPROT:P0CB44:T116:PRGE	Putative spindle and kinetochore-associated protein 2-like	UNIPROT:P0CB44
UNIPROT:O95633:T116:PRGE	Follistatin-related protein 3|FSTL3	UNIPROT:O95633|GENE:10272
UNIPROT:Q9HBH0:T116:PRGE	Rho-related GTP-binding protein RhoF|RHOF	UNIPROT:Q9HBH0|GENE:54509
UNIPROT:O75198:T116:PRGE	Putative CDC37-like protein LOC390688	UNIPROT:O75198
UNIPROT:P28702:T116:PRGE	Retinoic acid receptor RXR-beta|RXRB	UNIPROT:P28702|GENE:6257
UNIPROT:Q8NHS2:T116:PRGE	Putative aspartate aminotransferase, cytoplasmic 2|GOT1L1	UNIPROT:Q8NHS2|GENE:137362
UNIPROT:Q5J5C9:T116:PRGE	Beta-defensin 121|DEFB121	UNIPROT:Q5J5C9|GENE:245934
UNIPROT:Q12947:T116:PRGE	Forkhead box protein F2|FOXF2	UNIPROT:Q12947|GENE:2295
UNIPROT:Q15672:T116:PRGE	Twist-related protein 1|TWIST1	UNIPROT:Q15672|GENE:7291
UNIPROT:Q15466:T116:PRGE	Nuclear receptor subfamily 0 group B member 2|NR0B2	UNIPROT:Q15466|GENE:8431
UNIPROT:Q9NUX5:T116:PRGE	Protection of telomeres protein 1|POT1	UNIPROT:Q9NUX5|GENE:25913
UNIPROT:Q6ZWC4:T116:PRGE	Putative uncharacterized protein LOC100128429	UNIPROT:Q6ZWC4
UNIPROT:P23352:T116:PRGE	Anosmin-1|KAL1	UNIPROT:P23352|GENE:3730
UNIPROT:A6NJI9:T116:PRGE	Leucine-rich repeat-containing protein ENSP00000371558|LRRC72	UNIPROT:A6NJI9|GENE:100506049
UNIPROT:Q5JSJ4:T116:PRGE	Protein DDX26B|DDX26B	UNIPROT:Q5JSJ4|GENE:203522
UNIPROT:Q8IY67:T116:PRGE	Ribonucleoprotein PTB-binding 1|RAVER1	UNIPROT:Q8IY67|GENE:125950
UNIPROT:Q9Y5H2:T116:PRGE	Protocadherin gamma-A11|PCDHGA11	UNIPROT:Q9Y5H2|GENE:56105
UNIPROT:Q6ZMV7:T116:PRGE	Leucine-, glutamate- and lysine-rich protein 1	UNIPROT:Q6ZMV7
UNIPROT:Q7Z739:T116:PRGE	YTH domain family protein 3|YTHDF3	UNIPROT:Q7Z739|GENE:253943
UNIPROT:Q9HCU0:T116:PRGE	Endosialin|CD248	UNIPROT:Q9HCU0|GENE:57124
UNIPROT:Q9H0U6:T116:PRGE	L18mt|MRPL18	UNIPROT:Q9H0U6|GENE:29074
UNIPROT:Q8N165:T116:PRGE	Serine/threonine-protein kinase PDIK1L|PDIK1L	UNIPROT:Q8N165|GENE:149420
UNIPROT:Q00597:T116:PRGE	Protein FACC|FANCC	UNIPROT:Q00597|GENE:2176
UNIPROT:Q53RD9:T116:PRGE	FIBL-7|FBLN7	UNIPROT:Q53RD9|GENE:129804
UNIPROT:Q9ULW5:T116:PRGE	Ras-related protein Rab-26|RAB26	UNIPROT:Q9ULW5|GENE:25837
UNIPROT:Q9BYG4:T116:PRGE	Partitioning defective 6 homolog gamma|PARD6G	UNIPROT:Q9BYG4|GENE:84552
UNIPROT:Q8NAM6:T116:PRGE	Zinc finger and SCAN domain-containing protein 4|ZSCAN4	UNIPROT:Q8NAM6|GENE:201516
UNIPROT:P14867:T116:PRGE	Gamma-aminobutyric acid receptor subunit alpha-1|GABRA1	UNIPROT:P14867|GENE:2554
UNIPROT:Q9HBJ7:T116:PRGE	Ubiquitin carboxyl-terminal hydrolase 29|USP29	UNIPROT:Q9HBJ7|GENE:57663
UNIPROT:P18465:T116:PRGE	HLA class I histocompatibility antigen, B-57 alpha chain	UNIPROT:P18465
UNIPROT:Q8NGC2:T116:PRGE	Olfactory receptor 4E2|OR4E2	UNIPROT:Q8NGC2|GENE:26686
UNIPROT:Q96EF0:T116:PRGE	Myotubularin-related protein 8|MTMR8	UNIPROT:Q96EF0|GENE:55613
UNIPROT:A8MUA0:T116:PRGE	Putative UPF0607 protein ENSP00000381514	UNIPROT:A8MUA0
UNIPROT:P46060:T116:PRGE	Ran GTPase-activating protein 1|RANGAP1	UNIPROT:P46060|GENE:5905
UNIPROT:A8MYP8:T116:PRGE	Outer dense fiber protein 3B|ODF3B	UNIPROT:A8MYP8|GENE:440836
UNIPROT:Q658L1:T116:PRGE	Protein FAM154B|FAM154B	UNIPROT:Q658L1|GENE:283726
UNIPROT:Q6ZS94:T116:PRGE	Putative uncharacterized protein C1orf229|C1orf229	UNIPROT:Q6ZS94|GENE:388759
UNIPROT:Q92609:T116:PRGE	TBC1 domain family member 5|TBC1D5	UNIPROT:Q92609|GENE:9779
UNIPROT:Q8WY98:T116:PRGE	UPF0546 membrane protein C1orf91|TMEM234	UNIPROT:Q8WY98|GENE:56063
UNIPROT:O75969:T116:PRGE	AKAP-3|AKAP3	UNIPROT:O75969|GENE:10566
UNIPROT:Q6IQ23:T116:PRGE	PH domain-containing family A member 7|PLEKHA7	UNIPROT:Q6IQ23|GENE:144100
UNIPROT:O75976:T116:PRGE	Carboxypeptidase D|CPD	UNIPROT:O75976|GENE:1362
UNIPROT:Q9NR48:T116:PRGE	Probable histone-lysine N-methyltransferase ASH1L|ASH1L	UNIPROT:Q9NR48|GENE:55870
UNIPROT:P46089:T116:PRGE	G-protein coupled receptor 3|GPR3	UNIPROT:P46089|GENE:2827
UNIPROT:Q9NR09:T116:PRGE	Baculoviral IAP repeat-containing protein 6|BIRC6	UNIPROT:Q9NR09|GENE:57448
UNIPROT:Q12950:T116:PRGE	Forkhead box protein D4|FOXD4	UNIPROT:Q12950|GENE:2298
UNIPROT:Q6PCE3:T116:PRGE	Glucose 1,6-bisphosphate synthase|PGM2L1	UNIPROT:Q6PCE3|GENE:283209
UNIPROT:P57789:T116:PRGE	Potassium channel subfamily K member 10|KCNK10	UNIPROT:P57789|GENE:54207
UNIPROT:P26196:T116:PRGE	Probable ATP-dependent RNA helicase DDX6|DDX6	UNIPROT:P26196|GENE:1656
UNIPROT:Q9BQ83:T116:PRGE	Structure-specific endonuclease subunit SLX1	UNIPROT:Q9BQ83
UNIPROT:A8K7I4:T116:PRGE	Calcium-activated chloride channel regulator 1|CLCA1	UNIPROT:A8K7I4|GENE:1179
UNIPROT:Q8NFP0:T116:PRGE	Peroxisomal testis-specific protein 1|PXT1	UNIPROT:Q8NFP0|GENE:222659
UNIPROT:Q86VS8:T116:PRGE	hHK3|HOOK3	UNIPROT:Q86VS8|GENE:84376
UNIPROT:Q96P64:T116:PRGE	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 4|AGAP4	UNIPROT:Q96P64|GENE:119016
UNIPROT:P56748:T116:PRGE	Claudin-8|CLDN8	UNIPROT:P56748|GENE:9073
UNIPROT:P30536:T116:PRGE	Translocator protein|TSPO	UNIPROT:P30536|GENE:706
UNIPROT:O00230:T116:PRGE	Cortistatin|CORT	UNIPROT:O00230|GENE:1325
UNIPROT:Q86V35:T116:PRGE	CaBP7|CABP7	UNIPROT:Q86V35|GENE:164633
UNIPROT:Q9NRM6:T116:PRGE	IL-17 receptor B|IL17RB	UNIPROT:Q9NRM6|GENE:55540
UNIPROT:Q9NVH1:T116:PRGE	DnaJ homolog subfamily C member 11|DNAJC11	UNIPROT:Q9NVH1|GENE:55735
UNIPROT:A2A2Z9:T116:PRGE	Ankyrin repeat domain-containing protein 18B	UNIPROT:A2A2Z9
UNIPROT:Q5TCQ9:T116:PRGE	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3|MAGI3	UNIPROT:Q5TCQ9|GENE:260425
UNIPROT:Q13400:T116:PRGE	Postmeiotic segregation increased 2-like protein 8	UNIPROT:Q13400
UNIPROT:Q93050:T116:PRGE	V-type proton ATPase 116 kDa subunit a isoform 1|ATP6V0A1	UNIPROT:Q93050|GENE:535
UNIPROT:Q7Z7C8:T116:PRGE	Transcription initiation factor TFIID subunit 8|TAF8	UNIPROT:Q7Z7C8|GENE:129685
UNIPROT:Q8IUE1:T116:PRGE	Homeobox protein TGIF2LX|TGIF2LX	UNIPROT:Q8IUE1|GENE:90316
UNIPROT:O95721:T116:PRGE	SNAP-29|SNAP29	UNIPROT:O95721|GENE:9342
UNIPROT:Q9BQ48:T116:PRGE	39S ribosomal protein L34, mitochondrial|MRPL34	UNIPROT:Q9BQ48|GENE:64981
UNIPROT:Q5T742:T116:PRGE	Uncharacterized protein C10orf25|C10orf25	UNIPROT:Q5T742|GENE:220979
UNIPROT:Q96T83:T116:PRGE	Sodium/hydrogen exchanger 7|SLC9A7	UNIPROT:Q96T83|GENE:84679
UNIPROT:O15123:T116:PRGE	Angiopoietin-2|ANGPT2	UNIPROT:O15123|GENE:285
UNIPROT:Q5SWH9:T116:PRGE	Transmembrane protein 69|TMEM69	UNIPROT:Q5SWH9|GENE:51249
UNIPROT:Q6ZP98:T116:PRGE	Putative uncharacterized protein C16orf47	UNIPROT:Q6ZP98
UNIPROT:Q9NSD5:T116:PRGE	Sodium- and chloride-dependent GABA transporter 2|SLC6A13	UNIPROT:Q9NSD5|GENE:6540
UNIPROT:Q9Y366:T116:PRGE	Intraflagellar transport protein 52 homolog|IFT52	UNIPROT:Q9Y366|GENE:51098
UNIPROT:P11801:T116:PRGE	Serine/threonine-protein kinase H1|PSKH1	UNIPROT:P11801|GENE:5681
UNIPROT:Q7Z5U6:T116:PRGE	WD repeat-containing protein 53|WDR53	UNIPROT:Q7Z5U6|GENE:348793
UNIPROT:Q14116:T116:PRGE	Interleukin-18|IL18	UNIPROT:Q14116|GENE:3606
UNIPROT:O76031:T116:PRGE	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial|CLPX	UNIPROT:O76031|GENE:10845
UNIPROT:Q9Y547:T116:PRGE	Heat shock protein beta-11|HSPB11	UNIPROT:Q9Y547|GENE:51668
UNIPROT:Q7Z2X4:T116:PRGE	PTB-containing, cubilin and LRP1-interacting protein|PID1	UNIPROT:Q7Z2X4|GENE:55022
UNIPROT:P52209:T116:PRGE	6-phosphogluconate dehydrogenase, decarboxylating|PGD	UNIPROT:P52209|GENE:5226
UNIPROT:Q9NXC5:T116:PRGE	WD repeat-containing protein mio|MIOS	UNIPROT:Q9NXC5|GENE:54468
UNIPROT:Q6UW63:T116:PRGE	KDEL motif-containing protein 1|KDELC1	UNIPROT:Q6UW63|GENE:79070
UNIPROT:Q96MC2:T116:PRGE	UPF0407 protein C2orf39|CCDC164	UNIPROT:Q96MC2|GENE:92749
UNIPROT:Q9NUQ2:T116:PRGE	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon|AGPAT5	UNIPROT:Q9NUQ2|GENE:55326
UNIPROT:C9JUS6:T116:PRGE	Putative adrenomedullin-5-like protein|C19orf76	UNIPROT:C9JUS6|GENE:199800
UNIPROT:P06702:T116:PRGE	Protein S100-A9|S100A9	UNIPROT:P06702|GENE:6280
UNIPROT:O14770:T116:PRGE	Homeobox protein Meis2|MEIS2	UNIPROT:O14770|GENE:4212
UNIPROT:Q9Y4G8:T116:PRGE	Rap guanine nucleotide exchange factor 2|RAPGEF2	UNIPROT:Q9Y4G8|GENE:9693
UNIPROT:P02647:T116:PRGE	Apolipoprotein A-I|APOA1	UNIPROT:P02647|GENE:335
UNIPROT:O75509:T116:PRGE	Tumor necrosis factor receptor superfamily member 21|TNFRSF21	UNIPROT:O75509|GENE:27242
UNIPROT:O60359:T116:PRGE	Voltage-dependent calcium channel gamma-3 subunit|CACNG3	UNIPROT:O60359|GENE:10368
UNIPROT:O00602:T116:PRGE	Ficolin-1|FCN1	UNIPROT:O00602|GENE:2219
UNIPROT:Q8IZA3:T116:PRGE	Histone H1oo|H1FOO	UNIPROT:Q8IZA3|GENE:132243
UNIPROT:Q8TCY5:T116:PRGE	Melanocortin-2 receptor accessory protein|MRAP	UNIPROT:Q8TCY5|GENE:56246
UNIPROT:Q96D53:T116:PRGE	Uncharacterized aarF domain-containing protein kinase 4|ADCK4	UNIPROT:Q96D53|GENE:79934
UNIPROT:Q9HD90:T116:PRGE	Neurogenic differentiation factor 4|NEUROD4	UNIPROT:Q9HD90|GENE:58158
UNIPROT:Q99683:T116:PRGE	Mitogen-activated protein kinase kinase kinase 5|MAP3K5	UNIPROT:Q99683|GENE:4217
UNIPROT:Q13145:T116:PRGE	BMP and activin membrane-bound inhibitor homolog|BAMBI	UNIPROT:Q13145|GENE:25805
UNIPROT:Q96M83:T116:PRGE	Coiled-coil domain-containing protein 7|CCDC7	UNIPROT:Q96M83|GENE:221016
UNIPROT:O95968:T116:PRGE	Secretoglobin family 1D member 1|SCGB1D1	UNIPROT:O95968|GENE:10648
UNIPROT:A6NIY4:T116:PRGE	Putative Speedy protein E5|SPDYE5	UNIPROT:A6NIY4|GENE:442590
UNIPROT:A6NLU5:T116:PRGE	V-set and transmembrane domain-containing protein 2B|VSTM2B	UNIPROT:A6NLU5|GENE:342865
UNIPROT:P62070:T116:PRGE	Ras-related protein R-Ras2|RRAS2	UNIPROT:P62070|GENE:22800
UNIPROT:A8MXV4:T116:PRGE	Nucleoside diphosphate-linked moiety X motif 19, mitochondrial|NUDT19	UNIPROT:A8MXV4|GENE:390916
UNIPROT:P51686:T116:PRGE	CCR-9|CCR9	UNIPROT:P51686|GENE:10803
UNIPROT:Q9BZW4:T116:PRGE	Transmembrane 6 superfamily member 2|TM6SF2	UNIPROT:Q9BZW4|GENE:53345
UNIPROT:O00212:T116:PRGE	Rho-related GTP-binding protein RhoD|RHOD	UNIPROT:O00212|GENE:29984
UNIPROT:P41440:T116:PRGE	Folate transporter 1|SLC19A1	UNIPROT:P41440|GENE:6573
UNIPROT:Q8IVH4:T116:PRGE	Methylmalonic aciduria type A protein, mitochondrial|MMAA	UNIPROT:Q8IVH4|GENE:166785
UNIPROT:Q86YW7:T116:PRGE	Glycoprotein hormone beta-5|GPHB5	UNIPROT:Q86YW7|GENE:122876
UNIPROT:Q96Q77:T116:PRGE	Calcium and integrin-binding family member 3|CIB3	UNIPROT:Q96Q77|GENE:117286
UNIPROT:Q9H2C8:T116:PRGE	Olfactory receptor 51V1|OR51V1	UNIPROT:Q9H2C8|GENE:283111
UNIPROT:Q8N205:T116:PRGE	Nesprin-4|C19orf46	UNIPROT:Q8N205|GENE:163183
UNIPROT:P09601:T116:PRGE	Heme oxygenase 1|HMOX1	UNIPROT:P09601|GENE:3162
UNIPROT:P11473:T116:PRGE	Vitamin D3 receptor|VDR	UNIPROT:P11473|GENE:7421
UNIPROT:A8K2U0:T116:PRGE	Alpha-2-macroglobulin-like protein 1	UNIPROT:A8K2U0
UNIPROT:O75604:T116:PRGE	Ubiquitin carboxyl-terminal hydrolase 2|USP2	UNIPROT:O75604|GENE:9099
UNIPROT:Q6ZNF1:T116:PRGE	Adenylate kinase domain-containing protein 1	UNIPROT:Q6ZNF1
